STREET,CITY,ZIP-CODE,BEDROOMS,BATHS,AREA(SQ-FT),PRICE,PRICE/SQ-FT,PROPERTY AGE,LOCALITY RATING,TYPE,SALE-DAY,SALE DATE,LATTITUDE,LONGITUDE
4748 SALEM WAY,CARMICHAEL,95608,3,2,2334,415000,177.81,19,7,Residential,Friday,16-May,38.634111,-121.353376
1484 RADCLIFFE WAY,AUBURN,95603,4,3,2278,420454,184.57,24,2,Residential,Friday,16-May,38.935579,-121.079018
51 AIKEN WAY,SACRAMENTO,95819,3,1,1493,425000,284.66,25,7,Residential,Friday,16-May,38.579326,-121.44252
2818 KNOLLWOOD DR,CAMERON PARK,95682,3,2,1442,425000,294.73,25,2,Residential,Friday,16-May,38.669805,-120.999007
1536 STONEY CROSS LN,LINCOLN,95648,3,3,1475,433500,293.9,16,5,Residential,Friday,16-May,38.860007,-121.310946
509 CASTILLIAN CT,ROSEVILLE,95747,5,3,1575,438000,278.1,14,7,Residential,Friday,16-May,38.804773,-121.341195
700 HUNTER PL,FOLSOM,95630,5,3,2787,441000,158.23,21,9,Residential,Friday,16-May,38.66051,-121.163689
1240 FAY CIR,SACRAMENTO,95831,5,3,2824,445000,157.58,20,2,Residential,Friday,16-May,38.506371,-121.514456
1113 SANDWICK WAY,FOLSOM,95630,4,3,3261,446000,136.77,22,4,Residential,Friday,16-May,38.673882,-121.105077
3108 DELWOOD WAY,SACRAMENTO,95821,4,2,2053,450000,219.19,16,7,Residential,Friday,16-May,38.621566,-121.370882
3212 CORNICHE LN,ROSEVILLE,95661,4,3,2379,455000,191.26,25,9,Residential,Friday,16-May,38.750577,-121.232768
2159 BECKETT DR,EL DORADO HILLS,95762,3,2,2585,460000,177.95,11,7,Residential,Friday,16-May,38.680092,-121.036467
4320 FOUR SEASONS RD,PLACERVILLE,95667,3,2,2385,475000,199.16,24,3,Residential,Friday,16-May,38.690867,-120.693641
6401 MARSHALL RD,GARDEN VALLEY,95633,3,2,2475,490000,197.98,13,6,Residential,Friday,16-May,38.84255,-120.8754
2089 BECKETT DR,EL DORADO HILLS,95762,4,2,2565,493000,192.2,22,6,Residential,Friday,16-May,38.681778,-121.035838
6196 EDGEHILL DR,EL DORADO HILLS,95762,5,4,2545,508000,199.61,6,8,Residential,Friday,16-May,38.676131,-121.038931
200 HILLSFORD CT,ROSEVILLE,95747,5,4,2465,511000,207.3,17,4,Residential,Friday,16-May,38.780051,-121.378718
8217 PLUMERIA AVE,FAIR OAKS,95628,3,2,3173,525000,165.46,7,8,Residential,Friday,16-May,38.650735,-121.258628
4841 VILLAGE GREEN DR,EL DORADO HILLS,95762,4,3,3125,533000,170.56,13,4,Residential,Friday,16-May,38.664066,-121.056735
3863 LAS PASAS WAY,SACRAMENTO,95864,3,1,1348,545000,404.3,12,7,Residential,Friday,16-May,38.588936,-121.373606
820 DANA CT,AUBURN,95603,4,3,3114,560000,179.83,22,7,Residential,Friday,16-May,38.865246,-121.094869
1165 37TH ST,SACRAMENTO,95816,2,1,1252,575000,459.27,10,2,Residential,Friday,16-May,38.568438,-121.457854
203 CASCADE FALLS DR,FOLSOM,95630,4,3,3229,575000,178.07,9,9,Residential,Friday,16-May,38.703962,-121.1871
9880 IZILDA CT,SACRAMENTO,95829,5,4,3863,598695,154.98,25,8,Residential,Friday,16-May,38.45326,-121.32573
1800 AVONDALE DR,ROSEVILLE,95747,5,3,3845,600000,156.05,11,3,Residential,Friday,16-May,38.798448,-121.344054
4620 BROMWICH CT,ROCKLIN,95677,4,3,3875,600000,154.84,5,9,Residential,Friday,16-May,38.772672,-121.220232
620 KESWICK CT,GRANITE BAY,95746,4,3,2356,600000,254.67,23,4,Residential,Friday,16-May,38.732096,-121.219142
4478 GREENBRAE RD,ROCKLIN,95677,4,4,2365,600000,253.7,17,9,Residential,Friday,16-May,38.781134,-121.222801
8432 BRIGGS DR,ROSEVILLE,95747,5,3,3579,610000,170.44,5,3,Residential,Friday,16-May,38.78861,-121.339495
200 CRADLE MOUNTAIN CT,EL DORADO HILLS,95762,5,4,3550,622500,175.35,8,2,Residential,Friday,16-May,38.6478,-121.0309
2065 IMPRESSIONIST WAY,EL DORADO HILLS,95762,5,5,3555,680000,191.28,15,4,Residential,Friday,16-May,38.682961,-121.033253
2982 ABERDEEN LN,EL DORADO HILLS,95762,4,3,3475,879000,252.95,13,5,Residential,Friday,16-May,38.706692,-121.058869
9401 BARREL RACER CT,WILTON,95693,4,3,4400,884790,201.09,20,7,Residential,Friday,16-May,38.415298,-121.194858
3720 VISTA DE MADERA,LINCOLN,95648,3,3,4257,755100,177.38,8,9,Residential,Friday,16-May,38.851645,-121.231742
14151 INDIO DR,SLOUGHHOUSE,95683,3,4,4822,949000,196.81,6,2,Residential,Friday,16-May,38.490447,-121.129337
7401 TOULON LN,SACRAMENTO,95828,4,2,1512,56950,37.67,13,6,Residential,Thursday,15-May,38.488628,-121.387759
9127 NEWHALL DR Unit 34,SACRAMENTO,95826,1,1,611,60000,98.2,13,2,Condo,Thursday,15-May,38.542419,-121.359904
5937 BAMFORD DR,SACRAMENTO,95823,2,1,876,61000,69.63,9,4,Residential,Thursday,15-May,38.471139,-121.432255
5672 HILLSDALE BLVD,SACRAMENTO,95842,2,1,933,62000,66.45,17,7,Condo,Thursday,15-May,38.670467,-121.359799
3920 39TH ST,SACRAMENTO,95820,2,1,864,68566,79.36,22,4,Residential,Thursday,15-May,38.539213,-121.46393
701 JESSIE AVE,SACRAMENTO,95838,2,1,1011,70000,69.24,22,8,Residential,Thursday,15-May,38.643978,-121.449562
83 ARCADE BLVD,SACRAMENTO,95815,4,2,1158,80000,69.08,15,5,Residential,Thursday,15-May,38.618716,-121.466327
601 REGGINALD WAY,SACRAMENTO,95838,3,2,1092,85500,78.3,12,2,Residential,Thursday,15-May,38.64472,-121.452228
550 DEL VERDE CIR,SACRAMENTO,95833,2,1,956,92000,96.23,22,5,Condo,Thursday,15-May,38.627147,-121.500799
4113 DAYSTAR CT,SACRAMENTO,95824,2,2,1139,93600,82.18,12,9,Residential,Thursday,15-May,38.520469,-121.458606
7374 TISDALE WAY,SACRAMENTO,95822,3,1,1058,95000,89.79,22,4,Residential,Thursday,15-May,38.488238,-121.472561
3348 RIO LINDA BLVD,SACRAMENTO,95838,3,2,1040,97750,93.99,14,3,Residential,Thursday,15-May,38.628842,-121.446127
3935 LIMESTONE WAY,SACRAMENTO,95823,3,2,1354,104000,76.81,24,4,Residential,Thursday,15-May,38.484374,-121.463157
6208 GRATTAN WAY,NORTH HIGHLANDS,95660,3,1,1051,105000,99.9,6,9,Residential,Thursday,15-May,38.679279,-121.376615
739 E WOODSIDE LN Unit E,SACRAMENTO,95825,1,1,682,107666,157.87,15,8,Condo,Thursday,15-May,38.578675,-121.409951
4225 46TH AVE,SACRAMENTO,95824,3,1,1161,109000,93.88,24,8,Residential,Thursday,15-May,38.511893,-121.457676
1434 BELL AVE,SACRAMENTO,95838,3,1,1004,110000,109.56,14,9,Residential,Thursday,15-May,38.647398,-121.432914
5628 GEORGIA DR,NORTH HIGHLANDS,95660,3,1,1229,110000,89.5,9,2,Residential,Thursday,15-May,38.669587,-121.379879
7629 BETH ST,SACRAMENTO,95832,3,2,1249,112500,90.07,17,6,Residential,Thursday,15-May,38.480126,-121.487869
2277 BABETTE WAY,SACRAMENTO,95832,3,2,1161,114800,98.88,8,6,Residential,Thursday,15-May,38.479593,-121.48434
6561 WEATHERFORD WAY,SACRAMENTO,95823,3,1,1010,116000,114.85,21,9,Residential,Thursday,15-May,38.465551,-121.42661
3035 ESTEPA DR Unit 5C,CAMERON PARK,95682,2,2,949,119000,125.4,14,6,Condo,Thursday,15-May,38.681393,-120.996713
5136 CABOT CIR,SACRAMENTO,95820,4,2,1462,121500,83.11,11,8,Residential,Thursday,15-May,38.528479,-121.411806
7730 ROBINETTE RD,SACRAMENTO,95828,3,2,1269,122000,96.14,22,8,Residential,Thursday,15-May,38.47709,-121.410569
87 LACAM CIR,SACRAMENTO,95820,2,2,1188,123675,104.1,20,2,Residential,Thursday,15-May,38.532359,-121.41167
1691 NOGALES ST,SACRAMENTO,95838,4,2,1570,126854,80.8,8,6,Residential,Thursday,15-May,38.631925,-121.427775
3118 42ND ST,SACRAMENTO,95817,3,2,1093,127059,116.25,5,9,Residential,Thursday,15-May,38.546091,-121.457745
7517 50TH AVE,SACRAMENTO,95828,3,1,962,128687,133.77,21,6,Residential,Thursday,15-May,38.507339,-121.416267
4071 EVALITA WAY,SACRAMENTO,95823,3,2,1089,129500,118.92,13,3,Residential,Thursday,15-May,38.466388,-121.458861
7928 36TH AVE,SACRAMENTO,95824,3,2,1127,130000,115.35,9,4,Residential,Thursday,15-May,38.52049,-121.411383
6631 DEMARET DR,SACRAMENTO,95822,4,2,1309,131750,100.65,10,7,Residential,Thursday,15-May,38.506382,-121.483574
7043 9TH AVE,RIO LINDA,95673,2,1,970,132000,136.08,16,6,Residential,Thursday,15-May,38.695589,-121.444133
97 KENNELFORD CIR,SACRAMENTO,95823,3,2,1144,134000,117.13,16,2,Residential,Thursday,15-May,38.462376,-121.426556
2636 TRONERO WAY,RANCHO CORDOVA,95670,3,1,1000,134000,134,17,9,Residential,Thursday,15-May,38.593049,-121.30304
1530 TOPANGA LN Unit 204,LINCOLN,95648,3,2,1125,138000,122.67,22,2,Condo,Thursday,15-May,38.88415,-121.270277
3604 KODIAK WAY,ANTELOPE,95843,3,2,1206,142000,117.74,25,6,Residential,Thursday,15-May,38.706175,-121.379776
2149 COTTAGE WAY,SACRAMENTO,95825,3,1,1285,143012,111.29,10,5,Residential,Thursday,15-May,38.603593,-121.417011
8632 PRAIRIEWOODS DR,SACRAMENTO,95828,3,2,1543,145846,94.52,25,7,Residential,Thursday,15-May,38.477563,-121.384382
612 STONE BLVD,WEST SACRAMENTO,95691,2,1,884,147000,166.29,20,2,Residential,Thursday,15-May,38.563084,-121.535579
4180 12TH AVE,SACRAMENTO,95817,3,1,1019,148750,145.98,24,9,Residential,Thursday,15-May,38.54117,-121.458129
8025 ARROYO VISTA DR,SACRAMENTO,95823,4,2,1392,150000,107.76,20,5,Residential,Thursday,15-May,38.46654,-121.419029
5754 WALERGA RD Unit 4,SACRAMENTO,95842,2,1,924,150454,162.83,5,2,Condo,Thursday,15-May,38.672567,-121.356754
8 LA ROCAS CT,SACRAMENTO,95823,3,2,1217,151087,124.15,10,3,Residential,Thursday,15-May,38.46616,-121.448283
8636 LONGSPUR WAY,ANTELOPE,95843,3,2,1670,157296,94.19,5,6,Residential,Thursday,15-May,38.725873,-121.35856
1941 EXPEDITION WAY,SACRAMENTO,95832,3,2,1302,157500,120.97,13,6,Residential,Thursday,15-May,38.473775,-121.493777
4351 TURNBRIDGE DR,SACRAMENTO,95823,3,2,1488,160000,107.53,11,4,Residential,Thursday,15-May,38.502034,-121.456027
6513 HOLIDAY WAY,NORTH HIGHLANDS,95660,3,2,1373,160000,116.53,23,6,Residential,Thursday,15-May,38.685361,-121.376938
8321 MISTLETOE WAY,CITRUS HEIGHTS,95621,4,2,1381,161250,116.76,5,3,Residential,Thursday,15-May,38.717738,-121.308322
5920 VALLEY GLEN WAY,SACRAMENTO,95823,3,2,1265,164000,129.64,13,5,Residential,Thursday,15-May,38.462821,-121.433135
2601 SAN FERNANDO WAY,SACRAMENTO,95818,2,1,881,165000,187.29,9,3,Residential,Thursday,15-May,38.556178,-121.476256
501 POPLAR AVE,WEST SACRAMENTO,95691,2,2,985,165000,167.51,13,7,Residential,Thursday,15-May,38.584526,-121.534609
8008 SAINT HELENA CT,SACRAMENTO,95829,4,2,1608,165750,103.08,6,6,Residential,Thursday,15-May,38.467012,-121.359969
6517 DONEGAL DR,CITRUS HEIGHTS,95621,3,1,1344,166000,123.51,23,8,Residential,Thursday,15-May,38.681554,-121.312934
1001 RIO NORTE WAY,SACRAMENTO,95834,3,2,1202,169000,140.6,15,7,Residential,Thursday,15-May,38.634292,-121.485106
604 P ST,LINCOLN,95648,3,2,1104,170000,153.99,23,9,Residential,Thursday,15-May,38.893168,-121.305398
10001 WOODCREEK OAKS BLVD Unit 815,ROSEVILLE,95747,2,2,1156,170000,147.06,19,5,Condo,Thursday,15-May,38.795529,-121.328819
7351 GIGI PL,SACRAMENTO,95828,4,2,1859,170000,91.45,14,5,Multi-Family,Thursday,15-May,38.490606,-121.410173
7740 DIXIE LOU ST,SACRAMENTO,95832,3,2,1232,170000,137.99,14,2,Residential,Thursday,15-May,38.475853,-121.477039
7342 DAVE ST,SACRAMENTO,95828,3,1,1638,170725,104.23,5,2,Residential,Thursday,15-May,38.490822,-121.401643
7687 HOWERTON DR,SACRAMENTO,95831,2,2,1177,171750,145.92,11,6,Residential,Thursday,15-May,38.480859,-121.539745
26 KAMSON CT,SACRAMENTO,95833,3,2,1582,172000,108.72,23,3,Residential,Thursday,15-May,38.622794,-121.499173
7045 PEEVEY CT,SACRAMENTO,95823,2,2,904,173056,191.43,11,4,Residential,Thursday,15-May,38.502254,-121.451444
8916 GABLES MILL PL,ELK GROVE,95758,3,2,1340,174000,129.85,17,2,Residential,Thursday,15-May,38.433919,-121.422347
1140 EDMONTON DR,SACRAMENTO,95833,3,2,1204,174250,144.73,18,8,Residential,Thursday,15-May,38.62457,-121.486913
8879 APPLE PEAR CT,ELK GROVE,95624,4,2,1477,176850,119.74,11,4,Residential,Thursday,15-May,38.44574,-121.3725
9 WIND CT,SACRAMENTO,95823,4,2,1497,179500,119.91,13,4,Residential,Thursday,15-May,38.45073,-121.427528
8570 SHERATON DR,FAIR OAKS,95628,3,1,960,185000,192.71,20,7,Residential,Thursday,15-May,38.667254,-121.240708
1550 TOPANGA LN Unit 207,LINCOLN,95648,3,2,965,188000,194.82,10,4,Condo,Thursday,15-May,38.88417,-121.270222
1080 RIO NORTE WAY,SACRAMENTO,95834,3,2,1428,188700,132.14,15,7,Residential,Thursday,15-May,38.634335,-121.486098
5501 VALLETTA WAY,SACRAMENTO,95820,3,1,1039,189000,181.91,17,9,Residential,Thursday,15-May,38.530144,-121.43749
5624 MEMORY LN,FAIR OAKS,95628,3,1,1529,189000,123.61,21,2,Residential,Thursday,15-May,38.66745,-121.2364
6622 WILLOWLEAF DR,CITRUS HEIGHTS,95621,4,3,1892,189836,100.34,25,6,Residential,Thursday,15-May,38.699714,-121.311635
27 MEGAN CT,SACRAMENTO,95838,4,2,1887,190000,100.69,17,2,Residential,Thursday,15-May,38.649258,-121.465308
6601 WOODMORE OAKS DR,ORANGEVALE,95662,3,2,1294,191250,147.8,24,5,Residential,Thursday,15-May,38.687006,-121.254319
1973 DANVERS WAY,SACRAMENTO,95832,3,2,1638,191675,117.02,9,3,Residential,Thursday,15-May,38.477568,-121.492574
8001 ARROYO VISTA DR,SACRAMENTO,95823,3,2,1677,195500,116.58,10,8,Residential,Thursday,15-May,38.46734,-121.419843
7409 VOYAGER WAY,CITRUS HEIGHTS,95621,3,1,1073,198000,184.53,15,3,Residential,Thursday,15-May,38.700717,-121.3133
815 CROSSWIND DR,SACRAMENTO,95838,3,2,1231,200000,162.47,12,7,Residential,Thursday,15-May,38.651386,-121.45042
5509 LAGUNA CREST WAY,ELK GROVE,95758,3,2,1175,200000,170.21,5,6,Residential,Thursday,15-May,38.42442,-121.440357
8424 MERRY HILL WAY,ELK GROVE,95624,3,2,1416,200000,141.24,6,3,Residential,Thursday,15-May,38.452075,-121.366461
1525 PENNSYLVANIA AVE,WEST SACRAMENTO,95691,3,3,1500,200100,133.4,24,2,Residential,Thursday,15-May,38.569943,-121.527539
5954 BRIDGECROSS DR,SACRAMENTO,95835,3,2,1358,201528,148.4,20,6,Residential,Thursday,15-May,38.68197,-121.500025
8789 SEQUOIA WOOD CT,ELK GROVE,95624,4,2,1609,204750,127.25,19,3,Residential,Thursday,15-May,38.438818,-121.37443
6600 SILVERTHORNE CIR,SACRAMENTO,95842,4,3,1968,205000,104.17,25,8,Residential,Thursday,15-May,38.68607,-121.342369
2221 2ND AVE,SACRAMENTO,95818,2,2,1089,205000,188.25,20,4,Residential,Thursday,15-May,38.555781,-121.485331
3230 SMATHERS WAY,CARMICHAEL,95608,3,2,1296,205900,158.87,6,6,Residential,Thursday,15-May,38.623372,-121.347665
5209 LAGUNA CREST WAY,ELK GROVE,95758,2,2,1189,207000,174.1,24,6,Residential,Thursday,15-May,38.424421,-121.443915
416 LEITCH AVE,SACRAMENTO,95815,2,1,795,207973,261.6,20,6,Residential,Thursday,15-May,38.612694,-121.456669
2100 BEATTY WAY,ROSEVILLE,95747,3,2,1371,208250,151.9,19,3,Residential,Thursday,15-May,38.737882,-121.308142
6920 GILLINGHAM WAY,NORTH HIGHLANDS,95660,3,1,1310,208318,159.02,6,7,Residential,Thursday,15-May,38.694279,-121.373395
82 WILDFLOWER DR,GALT,95632,3,2,1262,209347,165.89,7,6,Residential,Thursday,15-May,38.259708,-121.311616
8652 BANTON CIR,ELK GROVE,95624,4,2,1740,211500,121.55,11,4,Residential,Thursday,15-May,38.444,-121.370993
8428 MISTY PASS WAY,ANTELOPE,95843,3,2,1517,212000,139.75,11,3,Residential,Thursday,15-May,38.722959,-121.347115
7958 ROSEVIEW WAY,SACRAMENTO,95828,3,2,1450,213000,146.9,20,7,Residential,Thursday,15-May,38.467836,-121.410366
9020 LUKEN CT,ELK GROVE,95624,3,2,1416,216000,152.54,16,7,Residential,Thursday,15-May,38.451398,-121.366614
7809 VALLECITOS WAY,SACRAMENTO,95828,3,1,888,216021,243.27,16,7,Residential,Thursday,15-May,38.508217,-121.411207
8445 OLD AUBURN RD,CITRUS HEIGHTS,95610,3,2,1882,219000,116.37,12,9,Residential,Thursday,15-May,38.715423,-121.246743
10085 ATKINS DR,ELK GROVE,95757,3,2,1302,219794,168.81,19,5,Residential,Thursday,15-May,38.390893,-121.437821
9185 CERROLINDA CIR,ELK GROVE,95758,3,2,1418,220000,155.15,5,4,Residential,Thursday,15-May,38.424497,-121.426595
9197 CORTINA CIR,ROSEVILLE,95678,3,2,1475,220000,149.15,21,5,Condo,Thursday,15-May,38.793152,-121.290025
5429 HESPER WAY,CARMICHAEL,95608,4,2,1319,220000,166.79,5,6,Residential,Thursday,15-May,38.665104,-121.315901
1178 WARMWOOD CT,GALT,95632,4,2,1770,220000,124.29,19,6,Residential,Thursday,15-May,38.289544,-121.284607
4900 ELUDE CT,SACRAMENTO,95842,4,2,1627,223000,137.06,25,2,Residential,Thursday,15-May,38.69674,-121.350519
3557 SODA WAY,SACRAMENTO,95834,4,3,1675,224000,133.73,16,8,Residential,Thursday,15-May,38.631026,-121.501879
3528 SAINT GEORGE DR,SACRAMENTO,95821,3,1,1040,224000,215.38,25,6,Residential,Thursday,15-May,38.629468,-121.376445
7381 WASHBURN WAY,NORTH HIGHLANDS,95660,3,1,960,224252,233.6,6,3,Residential,Thursday,15-May,38.70355,-121.375103
2181 WINTERHAVEN CIR,CAMERON PARK,95682,3,2,995,224500,225.63,10,7,Residential,Thursday,15-May,38.69757,-120.995739
7540 HICKORY AVE,ORANGEVALE,95662,3,1,1456,225000,154.53,7,5,Residential,Thursday,15-May,38.703056,-121.235221
5024 CHAMBERLIN CIR,ELK GROVE,95757,3,2,1450,228000,157.24,5,7,Residential,Thursday,15-May,38.389756,-121.446246
2400 INVERNESS DR,LINCOLN,95648,3,2,1358,229027,168.65,12,4,Residential,Thursday,15-May,38.897814,-121.324691
5 BISHOPGATE CT,SACRAMENTO,95823,4,2,1329,229500,172.69,16,4,Residential,Thursday,15-May,38.467936,-121.445477
5601 REXLEIGH DR,SACRAMENTO,95823,4,2,1715,230000,134.11,17,4,Residential,Thursday,15-May,38.445342,-121.441504
1909 YARNELL WAY,ELK GROVE,95758,3,2,1262,230000,182.25,15,3,Residential,Thursday,15-May,38.417382,-121.484325
9169 GARLINGTON CT,SACRAMENTO,95829,4,3,2280,232425,101.94,20,7,Residential,Thursday,15-May,38.457679,-121.35962
6932 RUSKUT WAY,SACRAMENTO,95823,3,2,1477,234000,158.43,18,9,Residential,Thursday,15-May,38.499893,-121.45889
7933 DAFFODIL WAY,CITRUS HEIGHTS,95610,3,2,1216,235000,193.26,19,2,Residential,Thursday,15-May,38.708824,-121.256803
8304 RED FOX WAY,ELK GROVE,95758,4,2,1685,235301,139.64,5,4,Residential,Thursday,15-May,38.417,-121.397424
3882 YELLOWSTONE LN,EL DORADO HILLS,95762,3,2,1362,235738,173.08,11,8,Residential,Thursday,15-May,38.655245,-121.075915
